academic underachievement,acculturation multicultural issues,addiction,adhd,adjustment coping and illness,adoption,alcohol abuse,alzheimers,anger management,anxiety,aspergers syndrome,attachment therapy early intervention,autism,bachelor amp husband challenges,behavioral issues,bipolar disorder,bisexual,borderline personality,career counseling,career transition,child or adolescent,chronic impulsivity,chronic pain,chronic relapse,co dependency group therapy,co dependency retirement transitio,codependency,coping skills,couple and family therapy,depression,developmental disorders,dissociative disorders,divorce,domestic abuse,domestic violence,drug abuse,dual diagnosis,early childhood trauma,eating disorders,elderly persons disorders,emdr,emotional disturbance,executive coaching,executive coaching couples counseling,family conflict,forgiveness,forgiveness practice,gay,grief,impulse control disorders,infertility,infidelity,internet addiction,istdp,launching young adults into adult,learning disabilities,lesbian,life coaching,life transitions,marital and premarital,maximize medical treatmt conditions,medication management,mens issues,mindfulness,mood disorders,obesity,obsessive compulsive ocd,occupational issues,oppositional defiance,panic disorder and phobias,parenting,peer relationships,personality disorders,post partum depression,postpartum adjustment,psychosis,relational psychoanalysis,relationship issues,self esteem,sex therapy,sexual abuse,sexual addiction,singleness issues in dating,sleep depression intense emotions,sleep or insomnia,spirituality,substance abuse,suicidal ideation,teen violence,testing and evaluation,trauma and ptsd,trauma recovery emdr cognitive beh,traumatic brain injury,weight loss,women in transition,womens health care,womens issues,work health and relationship stres,work stress
govern,4,8,12,6,0,0,5,2,0,1,2,3,12,1,3,5,7,1,3,2,1,0,3,0,0,1,0,0,5,9,3,0,0,15,8,13,0,0,2,0,0,0,13,0,16,1,0,0,1,0,1,2,5,0,0,10,15,0,0,0,4,0,0,6,2,13,1,10,1,0,0,0,3,1,0,2,0,0,5,0,13,1,0,0,0,1,32,0,3,17,1,0,15,0,2,2,2,9,1
government,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
governor,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
gp,0,10,0,2,127,0,0,8,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,95,0,0,0,0,0,0,0,1,0,0,0,0,1,18,0,0,0,0,2,0,1,0,0,0,1,0,4,0,2,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,94,3,0,0,1,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,2,2,0
gpl,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gr,0,13,1,1,130,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,22,0,0,0,0,0,0,1,0,0,0,1,0,3,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,2,0,0
gra,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0
grab,0,0,0,0,0,0,0,0,0,0,0,1,1,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0
grace,0,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0
grad,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
grade,79,0,0,1,0,0,2,0,2,0,0,1,0,0,3,0,0,0,0,0,0,6,0,0,0,0,0,25,0,1,2,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,8,23,1,0,0,0,1,0,0,0,2,0,3,13,0,0,1,3,0,0,0,1,0,0,5,0,3,0,0,0,0,0,0,1,0,1,0,0,4,0,0,0,1,0,0
gradual,0,8,2,0,0,0,0,3,0,0,2,0,5,0,1,0,0,4,0,0,0,4,0,0,0,1,0,0,1,3,0,4,0,1,0,0,0,0,0,1,0,0,0,1,0,2,1,2,9,0,0,0,8,0,1,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,4,0,0,0,0,0,0
graduat,0,0,0,0,1,0,0,1,0,0,1,0,2,18,0,10,6,2,5,20,5,1,0,1,0,2,0,0,10,0,0,2,0,1,1,0,0,1,0,0,0,0,12,0,3,0,2,0,2,0,0,0,0,6,3,0,1,2,3,3,0,0,0,2,3,2,2,0,10,0,3,2,0,10,1,0,5,0,1,0,1,0,2,0,2,0,0,2,0,2,0,1,8,0,1,1,0,0,0
graham,0,0,0,0,1,0,0,1,3,0,0,0,2,2,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,8,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,1,0,0,0,0,0,0,0,0,1,0,0,0,1,2,0
grai,0,0,4,1,0,0,0,0,0,0,0,0,4,1,0,0,2,2,0,2,0,8,1,0,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,3,0,0,0,5,12,5,0,0,1,0,0,0,1,0,1,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
grain,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gram,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grammar,0,0,1,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grand,0,0,3,0,0,0,0,0,0,0,0,0,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
grant,1,0,3,4,0,4,5,1,4,2,4,0,24,1,1,17,0,5,2,0,9,12,1,0,0,5,0,1,4,8,0,1,4,4,4,13,0,0,2,0,0,1,0,2,2,14,0,1,0,9,0,1,4,1,0,6,0,0,0,1,0,0,2,2,1,1,3,0,5,0,0,3,5,7,0,1,0,0,0,0,4,3,3,0,1,1,92,1,0,0,3,1,6,0,0,0,0,0,0
graph,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,1,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,0,1,3
graphic,0,0,0,0,0,1,0,5,1,0,0,1,1,2,0,0,1,0,0,1,0,0,1,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,1,2,1,0,0,9,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,8,0,1,1,0,0,2,0,0,0,0,0,0
grass,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grate,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
gratuit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grave,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0
graviti,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0
great,5,0,2,0,2,2,0,3,0,0,4,0,3,5,0,0,2,4,2,5,0,1,2,3,1,0,0,22,1,6,0,1,4,5,7,1,1,0,1,0,5,2,7,0,1,4,3,1,5,9,2,0,0,1,4,13,7,8,2,2,2,0,0,25,0,0,3,1,0,3,5,4,4,0,1,1,5,6,4,5,1,0,14,5,0,7,5,0,0,1,0,1,3,0,1,0,1,2,3
greater,1,1,9,5,2,0,3,10,0,0,7,2,11,1,2,0,3,6,0,3,0,44,0,0,2,2,1,1,2,0,0,4,0,15,10,2,1,5,3,7,0,0,4,0,0,8,12,0,6,0,0,18,16,0,2,0,4,2,0,6,4,1,1,22,3,5,1,0,1,1,2,3,8,1,1,1,0,2,4,5,7,0,0,0,0,5,0,3,0,1,0,0,2,0,1,0,2,6,0
greatest,2,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,0,1,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,2,0,0,0,0,7,0,0,0,0,2,1
greatli,0,0,1,0,0,0,0,0,2,0,1,2,4,1,0,0,2,1,0,1,5,0,0,0,0,1,1,2,0,0,0,0,0,3,2,1,4,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0
greec,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,7,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,1,0,2,0,22,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
greek,0,0,0,0,0,0,0,1,0,0,5,0,1,1,0,0,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,2,0,0,0,0,0,0,1,1,0,5,0,2,0,0,0,0,1,0,0,0,0,0,0
green,0,0,0,1,0,2,0,0,75,1,0,2,4,6,1,0,4,0,0,6,15,4,0,1,0,1,0,2,1,1,0,0,0,7,7,0,0,0,0,0,5,0,0,0,1,1,1,0,0,0,1,1,1,0,2,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,2,0,0,0,0,1,1,2,1,0,1,0,0,0,0,5,0,0,2,0,0,1,3,0,1,1,2,0,2
greg,0,0,0,0,0,2,0,0,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0
gregori,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,1,0,32,0,0,0,0,0,0,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0
grei,0,0,0,0,0,0,0,0,0,0,2,0,1,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0
grenada,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
grew,1,0,0,1,1,1,0,0,0,1,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,4,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
grid,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
griffin,0,0,0,0,0,0,0,1,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
grip,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0
groceri,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
groov,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gross,0,0,0,0,0,0,0,2,8,0,1,2,5,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0
ground,1,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,4,0,0,0,0,2,5,0,0,0,1,0,1,1,0,0,0,2,0,0,1,0,0,3,3,1,0,1,0,1,0,4,0,0,0,2,1,0,0,0,0,0,5,0,2,1,0,0,0,1,1,0,0,2,0,1,1,5,1,1,0,0,3,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0
group,20,92,23,25,8,0,10,26,87,5,20,50,27,10,8,11,39,40,9,6,8,24,6,11,28,11,15,30,12,26,8,31,1,37,45,23,79,18,27,13,21,8,19,22,8,20,2,10,19,11,7,54,24,15,9,2,49,1,0,8,8,1,4,10,40,4,5,5,4,11,9,27,34,1,15,3,20,9,29,0,20,27,11,4,1,15,51,5,7,9,16,14,12,4,11,6,14,17,5
grove,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
grow,2,0,1,1,1,2,0,3,0,0,3,0,12,1,4,0,0,2,14,1,5,0,1,0,0,0,6,2,2,4,10,0,1,5,7,4,2,5,1,1,2,0,7,5,1,1,2,1,4,10,1,0,0,0,9,0,7,3,1,3,11,0,3,7,0,1,0,0,1,1,8,5,0,1,10,5,0,2,10,10,2,1,8,3,0,3,0,0,11,1,0,2,1,0,1,0,2,2,1
grown,0,0,1,0,0,0,0,1,2,0,0,0,0,1,1,0,3,0,0,0,0,0,1,0,0,0,1,0,1,0,5,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,5,5,0,3,0,0,0,1,0,1,0,2,1,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
growth,0,12,2,2,0,0,0,4,0,1,3,2,9,1,4,2,0,0,0,1,11,0,0,2,1,0,1,0,3,2,2,0,0,0,0,2,0,2,3,0,0,0,11,12,1,1,2,0,0,0,0,0,0,0,2,0,4,2,1,1,2,0,0,1,1,1,0,0,0,0,1,0,0,0,2,0,1,0,3,0,0,0,4,3,0,9,5,0,1,0,0,2,0,0,1,2,0,1,0
gs,0,9,1,0,115,0,0,0,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
gst,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
gt,0,9,4,6,81,0,0,13,2,16,3,3,5,31,5,10,4,5,0,0,4,4,88,0,0,6,2,3,0,8,1,0,13,7,17,10,0,0,5,11,5,0,0,0,3,1,0,0,0,0,12,0,2,0,0,10,1,0,1,0,0,2,2,3,8,12,2,13,0,0,1,1,9,2,6,10,6,4,3,0,6,0,3,19,2,0,63,1,10,1,2,1,4,0,0,2,6,10,0
gtk,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guam,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guarante,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,6,0,0
guard,1,0,0,0,0,0,0,0,14,0,0,0,0,4,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0
guardian,0,0,0,2,0,0,1,2,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,6,0,0,0,7,0,0,0,0,0,3,2,0,1,1,0,0,0,8,0,0,0,2,0,0,0,0,0,0,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
guatemala,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
guess,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
guest,0,0,0,0,0,0,0,0,7,0,0,0,0,4,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,4,4,0,1,0,0,2,0,0,4,0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1
gui,0,0,0,0,1,0,0,0,28,0,0,0,0,12,0,0,1,1,0,0,0,4,0,3,0,1,0,0,0,0,0,4,0,1,1,0,1,0,0,1,0,0,2,1,1,0,0,12,0,0,1,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,1,0,0,0,0,0,2,0,0,0,1,3,1,0,2,0,14,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,1
guid,7,1,7,8,0,1,0,7,8,1,6,3,17,1,6,11,2,13,3,3,7,0,7,6,2,2,8,17,1,5,1,10,5,5,5,4,17,0,3,3,33,3,3,4,12,7,9,8,7,3,0,0,12,1,12,7,3,3,0,6,6,4,2,12,4,5,4,11,24,1,16,2,13,10,19,5,0,1,10,2,3,4,13,1,4,13,3,5,6,7,6,11,13,0,1,4,2,4,1
guidanc,5,0,0,2,0,0,0,0,1,0,0,8,1,0,2,1,0,0,12,1,5,0,0,0,0,0,0,1,2,0,0,0,0,3,3,1,0,1,0,0,5,0,0,3,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,1,1,0,1,0,0,1,0,0,2,0,1,0,0,0,1,0,0,1,2,0,0,0,5,1,0,3,1,0,1,0,0,3,1,0,0,0,0,0,0
guidelin,0,0,1,10,1,1,11,4,2,0,2,7,7,0,9,0,1,11,3,2,1,7,2,0,4,1,2,0,2,3,0,1,0,4,3,6,1,1,0,0,85,0,2,0,4,0,0,3,0,3,0,0,0,0,1,2,2,0,0,0,10,3,1,0,6,12,2,12,3,1,2,0,13,5,1,2,0,1,1,1,3,0,1,1,0,0,30,3,2,1,5,19,6,0,1,0,5,3,1
