academic underachievement,acculturation multicultural issues,addiction,adhd,adjustment coping and illness,adoption,alcohol abuse,alzheimers,anger management,anxiety,aspergers syndrome,attachment therapy early intervention,autism,bachelor amp husband challenges,behavioral issues,bipolar disorder,bisexual,borderline personality,career counseling,career transition,child or adolescent,chronic impulsivity,chronic pain,chronic relapse,co dependency group therapy,co dependency retirement transitio,codependency,coping skills,couple and family therapy,depression,developmental disorders,dissociative disorders,divorce,domestic abuse,domestic violence,drug abuse,dual diagnosis,early childhood trauma,eating disorders,elderly persons disorders,emdr,emotional disturbance,executive coaching,executive coaching couples counseling,family conflict,forgiveness,forgiveness practice,gay,grief,impulse control disorders,infertility,infidelity,internet addiction,istdp,launching young adults into adult,learning disabilities,lesbian,life coaching,life transitions,marital and premarital,maximize medical treatmt conditions,medication management,mens issues,mindfulness,mood disorders,obesity,obsessive compulsive ocd,occupational issues,oppositional defiance,panic disorder and phobias,parenting,peer relationships,personality disorders,post partum depression,postpartum adjustment,psychosis,relational psychoanalysis,relationship issues,self esteem,sex therapy,sexual abuse,sexual addiction,singleness issues in dating,sleep depression intense emotions,sleep or insomnia,spirituality,substance abuse,suicidal ideation,teen violence,testing and evaluation,trauma and ptsd,trauma recovery emdr cognitive beh,traumatic brain injury,weight loss,women in transition,womens health care,womens issues,work health and relationship stres,work stress
debut,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dec,0,1,0,0,0,0,0,1,11,0,0,0,3,0,0,50,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,2,0,5,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,0
decad,0,0,2,0,0,0,0,2,0,0,0,0,4,4,0,0,4,1,0,0,15,0,1,0,0,0,2,0,0,2,0,1,1,5,5,1,0,0,1,10,0,0,1,2,0,2,1,2,2,1,0,5,9,0,3,0,6,2,0,1,6,0,0,3,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,4,1,1,4,0,1,0,0,0,0,1,0,6,0,0,0,0,0,0
decemb,0,40,10,11,0,0,0,15,11,0,9,1,14,9,0,0,7,5,0,0,10,0,2,0,0,1,4,0,7,0,15,0,0,33,33,4,0,0,0,0,0,0,0,0,6,3,0,2,0,4,1,16,16,13,0,0,13,3,0,1,2,1,0,3,4,1,0,85,0,1,0,3,6,0,9,16,0,1,8,5,10,3,8,2,0,4,15,3,0,0,0,0,2,0,2,0,0,0,0
decent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decid,0,0,2,0,0,3,0,0,7,1,0,0,0,7,5,1,0,2,1,3,1,5,0,0,2,0,1,0,0,1,0,4,3,1,0,2,3,0,1,0,5,0,1,0,6,0,0,2,1,4,11,10,0,0,0,0,1,0,0,5,3,0,0,1,0,0,0,0,1,0,3,0,2,0,0,0,0,5,0,1,7,1,3,1,0,1,0,0,1,0,0,4,1,0,0,0,1,7,0
decim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decis,1,0,6,4,2,17,0,7,5,1,4,2,2,7,8,12,1,2,0,1,1,109,1,0,7,5,5,0,2,11,0,0,1,13,11,8,3,1,1,0,0,0,5,3,4,4,3,0,2,0,1,16,8,0,4,2,1,0,0,8,1,1,0,0,7,2,3,2,0,1,1,1,8,2,0,0,0,1,7,0,5,0,4,4,2,0,18,0,2,8,1,2,12,0,2,2,3,7,0
deck,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
declar,0,0,0,0,0,0,0,0,0,0,1,0,1,5,0,0,5,1,0,0,0,0,0,0,0,78,0,0,0,0,0,0,32,10,10,0,0,0,0,0,0,0,0,0,0,3,1,0,2,0,0,5,8,7,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,78,0,0,0,4,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
declin,4,0,0,0,9,0,0,12,2,0,0,0,1,2,0,0,2,3,0,1,0,9,0,0,2,0,1,0,0,1,0,0,0,5,4,0,0,0,0,4,0,0,1,0,1,0,0,1,0,0,0,5,4,0,0,0,4,0,0,2,3,0,0,7,0,3,0,0,0,0,0,0,1,0,0,0,0,0,2,10,0,1,5,0,0,2,6,0,0,0,0,0,2,0,0,0,0,1,0
decor,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,6,0,0,0,0,0,10,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
decreas,0,4,25,9,2,0,4,12,16,0,2,7,5,0,2,4,0,10,0,0,5,20,10,0,0,0,0,1,0,4,0,1,0,3,3,1,1,6,0,2,0,0,1,0,1,2,1,1,2,5,3,10,4,4,2,0,1,1,0,6,2,0,0,2,8,1,0,0,3,0,1,0,7,0,2,2,0,0,5,15,2,7,1,2,1,0,3,2,0,1,0,2,10,0,0,0,0,0,1
dedic,2,0,0,0,0,0,0,1,0,0,1,0,1,5,0,0,1,0,0,0,0,0,0,0,1,3,0,1,2,2,1,0,1,2,4,0,3,0,1,0,0,0,1,0,2,2,0,0,0,0,1,0,0,0,2,0,3,0,0,0,4,2,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,2,0,0,0,6,0,2,0,0,2,2,0,0
dee,0,0,0,0,2,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deem,2,0,0,0,0,0,0,0,2,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,0,0,0,0,0,0,1,0,1,2,0,0,0,0,0,10,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0
deep,2,0,0,1,1,1,0,0,0,0,0,0,0,2,2,2,2,0,2,1,0,0,6,2,0,0,0,4,1,3,0,0,0,1,0,0,0,1,0,0,0,0,2,0,2,4,1,2,1,0,1,5,0,18,0,0,3,0,0,0,2,0,1,4,2,0,3,0,0,0,1,0,1,0,6,1,0,2,1,1,2,0,1,12,0,4,0,3,0,0,0,0,7,0,1,0,1,0,3
deeper,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,2,1,0,1,0,0,1,0,10,0,7,2,0,3,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,1,0,4,5,0,0,0,0,0,0,0,0,0,0,0,0
deepli,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,1,1,0,0,0,0,1,0,0,0,2,0,2,0,0,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,1,0,2,0,1,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
deer,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
def,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
default,0,0,1,0,20,0,19,2,0,4,20,0,97,0,14,5,1,0,8,3,0,0,1,44,22,4,2,9,4,0,10,0,11,1,1,19,0,40,45,7,0,0,0,1,6,1,2,0,11,11,0,0,0,0,7,1,0,0,0,4,0,1,1,3,2,1,3,1,5,9,18,16,2,0,3,0,6,0,0,3,0,0,3,1,6,30,40,0,1,1,8,0,0,16,0,4,0,0,11
defeat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,1,2,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,5,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
defect,0,0,0,3,0,0,0,0,0,0,3,0,17,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
defenc,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
defend,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,7,3,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,4,0,3,0,2,0,0,1,0,0,0,0,1,0,0,0,0,2,0,2,0
defens,27,8,0,0,1,0,0,0,2,0,0,2,2,0,1,0,1,19,0,0,0,0,0,1,0,0,1,1,0,1,0,9,0,8,6,0,1,3,0,0,22,0,3,2,4,1,0,0,0,1,0,66,4,136,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,4,0,1,0,5,4,12,0,0,0,0,1,0,1,0,0,2,7,0,5,6,0,5,0,0,2,0
defer,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
deficit,19,0,3,158,0,0,0,8,2,0,25,1,40,0,14,5,0,4,0,0,12,124,0,0,0,0,1,0,0,7,44,3,0,0,0,0,1,2,0,4,0,2,0,0,0,0,0,0,0,9,1,0,0,0,1,7,0,5,0,0,0,0,0,0,0,0,0,0,7,0,1,4,5,0,1,3,0,0,2,0,2,0,0,1,0,0,0,2,3,0,0,0,11,0,0,0,0,0,0
defin,1,28,5,4,1,0,16,1,0,0,7,7,4,3,3,5,4,7,0,1,10,20,3,1,0,3,4,0,6,0,2,2,0,16,14,9,5,0,0,0,11,2,2,0,3,8,3,5,2,7,0,30,12,1,1,2,15,0,0,0,9,0,2,13,2,7,1,0,6,1,0,0,15,0,7,8,0,0,18,0,14,7,1,1,0,10,48,1,2,4,0,3,4,0,0,0,2,4,0
degre,3,8,1,4,2,0,0,5,4,0,3,2,5,52,0,6,3,2,0,4,10,12,0,1,4,0,6,2,17,1,3,2,0,1,1,1,1,2,0,1,0,4,1,0,0,2,2,0,6,4,1,10,5,8,9,0,2,0,0,4,2,0,0,1,2,1,3,2,5,0,2,0,1,5,1,3,0,1,2,0,2,1,0,0,1,0,1,2,2,0,0,5,7,0,0,0,0,0,0
del,0,0,0,0,11,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,3,0,0,0,0,0,0,0,0,1,0,2,0,0,1,0,1,5,4,2,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
delai,4,0,1,12,0,0,0,16,2,0,31,1,31,1,5,0,3,1,0,0,0,181,1,0,0,0,0,0,0,1,23,3,0,0,0,1,0,0,0,0,0,3,0,0,0,0,0,0,8,9,1,0,0,0,0,2,0,0,0,0,5,1,0,2,2,7,0,1,1,0,1,1,2,0,0,1,0,0,0,5,2,1,1,0,1,0,5,1,1,0,0,0,6,0,0,0,0,0,0
delawar,0,0,0,0,0,4,2,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,2,0,8,0,1,0,3,4,0,0,0,0,2,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0
deleg,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delet,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,2,0,3,0,0,5,0,0,0,0,0,0,1,0,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0
delhi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,0,9,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0
delici,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,1,0,0,6,0,0,13,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
delight,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
deliv,1,0,0,1,0,0,0,0,2,0,1,2,3,4,0,5,0,3,1,3,0,12,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,7,0,2,2,1,0,0,0,1,0,4,0,0,0,0,1,0,1,16,0,1,0,1,1,1,0,5,0,0,2,1,5,4,5,0,0,0,0,1,0,4,2,1,0,3,8,0,2,1,0,8,2,0,3,1,2,0
deliveri,0,0,1,0,0,0,0,0,1,0,0,0,1,2,0,2,0,0,11,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,23,1,0,0,0,1,0,0,0,0,0,0,0,9,9,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0
dell,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delta,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
delux,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dem,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
demand,0,0,1,4,2,0,0,3,4,0,1,1,2,2,2,0,1,2,0,0,12,16,1,0,1,0,0,0,1,0,0,0,1,6,3,2,2,1,0,1,0,0,2,1,1,2,2,0,0,1,0,20,0,0,5,0,8,1,2,0,1,1,0,0,0,0,1,0,4,2,1,0,4,0,11,0,0,0,2,0,1,1,2,0,0,0,10,0,2,4,0,1,1,0,1,2,3,22,0
demo,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
democraci,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
democrat,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,0,4,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0
demograph,1,0,1,0,0,0,11,1,0,0,0,0,0,0,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,6,4,0,0,0,3,0,0,0,0,2,0,0,0,6,0,0,0,5,0,0,1,0,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,6,0,3,0,0,1,4,1,0,0,0,0,5,0,0,0,0,0,0
demonstr,10,0,10,4,0,0,0,1,0,0,8,7,8,0,2,0,1,1,0,0,10,16,1,0,0,0,0,2,2,0,1,0,0,5,4,0,0,2,0,2,5,2,0,0,0,2,0,1,1,5,0,0,4,5,0,4,2,0,0,1,0,0,0,8,1,0,0,1,0,0,0,0,6,0,3,3,1,0,3,0,1,2,0,1,0,1,1,0,3,1,0,3,5,0,1,0,0,0,0
den,0,0,0,1,0,0,0,1,1,0,0,4,2,0,0,0,0,2,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
deni,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,2,0,0,0,0,0,1,3,0,2,0,0,0,0,2,1,6,5,0,1,0,1,2,0,0,0,0,1,1,1,0,1,0,0,5,4,0,0,0,6,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,4,0,1
denial,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0,0,1,3,0,12,2,0,0,0,0,0,6,4,1,1,0,3,0,1,0,0,0,0,0,1,0,6,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,5,0,4,0,7,2,1,0,0,0,5,1,0,2,0,0,0,0,0,0,0,0,0
denmark,0,0,0,0,0,0,0,0,0,0,2,0,3,1,0,0,0,2,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denni,0,0,0,0,0,0,0,1,4,0,0,0,0,1,0,0,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,24,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dens,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
densiti,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dental,0,0,0,0,0,0,0,3,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,2,0
dentist,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
denver,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,36,1,0,1,0,0,0,1,1,1,0,2,0,0,1,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0
depart,1,0,40,9,1,19,8,8,16,3,1,6,7,4,4,26,1,5,3,1,14,4,1,1,0,7,1,1,3,11,4,3,1,42,44,3,2,2,2,0,28,9,4,0,6,2,1,0,2,2,5,0,0,4,2,0,4,0,0,3,8,3,1,1,8,13,5,7,15,0,0,2,4,19,4,0,2,0,5,0,31,0,1,1,3,2,33,5,12,1,6,8,34,0,3,14,8,15,1
department,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
departur,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
depend,0,8,57,5,1,0,16,11,10,0,4,7,10,1,2,3,7,12,0,0,6,25,10,1,59,4,77,6,5,7,16,11,0,20,18,53,21,4,1,6,3,0,4,1,2,5,0,0,2,16,0,31,56,5,4,0,8,1,1,3,14,0,1,3,12,0,3,1,2,1,1,4,48,3,7,16,1,1,5,5,13,20,1,1,1,0,208,1,0,1,3,5,18,0,0,2,4,4,0
deploy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0
