academic underachievement,acculturation multicultural issues,addiction,adhd,adjustment coping and illness,adoption,alcohol abuse,alzheimers,anger management,anxiety,aspergers syndrome,attachment therapy early intervention,autism,bachelor amp husband challenges,behavioral issues,bipolar disorder,bisexual,borderline personality,career counseling,career transition,child or adolescent,chronic impulsivity,chronic pain,chronic relapse,co dependency group therapy,co dependency retirement transitio,codependency,coping skills,couple and family therapy,depression,developmental disorders,dissociative disorders,divorce,domestic abuse,domestic violence,drug abuse,dual diagnosis,early childhood trauma,eating disorders,elderly persons disorders,emdr,emotional disturbance,executive coaching,executive coaching couples counseling,family conflict,forgiveness,forgiveness practice,gay,grief,impulse control disorders,infertility,infidelity,internet addiction,istdp,launching young adults into adult,learning disabilities,lesbian,life coaching,life transitions,marital and premarital,maximize medical treatmt conditions,medication management,mens issues,mindfulness,mood disorders,obesity,obsessive compulsive ocd,occupational issues,oppositional defiance,panic disorder and phobias,parenting,peer relationships,personality disorders,post partum depression,postpartum adjustment,psychosis,relational psychoanalysis,relationship issues,self esteem,sex therapy,sexual abuse,sexual addiction,singleness issues in dating,sleep depression intense emotions,sleep or insomnia,spirituality,substance abuse,suicidal ideation,teen violence,testing and evaluation,trauma and ptsd,trauma recovery emdr cognitive beh,traumatic brain injury,weight loss,women in transition,womens health care,womens issues,work health and relationship stres,work stress
cake,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,1,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
cal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
calcium,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0
calcul,0,0,0,0,0,0,0,0,0,1,0,1,0,0,3,0,0,0,0,3,0,1,1,0,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,1,0,4,0,1,0,0,0,0,17,1,0,0,0,7,0,2,0,0,4,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,16,0,0,3,0,0,0,3,2,1,0,1,0
calendar,0,0,1,2,0,0,0,5,5,0,0,0,0,0,1,0,1,0,9,1,0,0,2,1,7,0,2,0,2,5,6,0,0,0,0,0,2,5,0,0,2,1,3,3,1,2,2,6,6,0,0,0,1,0,0,4,0,0,1,1,0,0,0,3,2,2,0,1,0,0,4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,2,0,0
calgari,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
california,0,8,0,2,0,36,0,2,1,1,0,1,0,26,1,0,6,2,19,0,5,0,0,7,2,6,0,1,18,2,0,8,29,24,27,7,9,2,0,0,10,2,6,2,7,1,2,9,3,2,1,3,4,0,1,3,5,3,0,2,3,0,2,3,1,0,1,0,0,0,1,0,0,0,2,3,0,0,5,0,3,2,0,1,0,0,10,0,0,0,0,2,0,7,2,1,2,2,0
call,4,16,8,11,1,3,3,12,7,3,20,6,28,23,11,21,12,22,4,21,1,5,9,14,11,6,4,4,6,27,6,7,10,34,31,44,24,0,13,4,11,0,8,8,11,16,1,5,8,16,2,18,23,23,10,6,21,8,6,2,4,4,4,14,13,0,13,5,0,2,5,1,16,11,11,22,13,6,12,7,47,16,19,6,0,24,10,20,10,10,6,9,35,4,14,15,12,15,8
calm,3,0,0,2,0,0,0,0,4,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,28,0,0,0,0,1,3,3,0,2,5,0,1,9,0,2,1,3,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,1,0,2,1,2,0,0,0,0,5,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0
calvin,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cam,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
cambodia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cambridg,0,12,0,1,0,0,0,0,0,0,13,1,4,1,0,0,5,2,0,0,0,8,0,0,0,0,0,0,0,0,1,0,5,3,3,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,12,10,0,1,0,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,4,0
came,5,0,0,0,0,0,0,0,4,0,1,0,2,2,0,0,1,1,0,1,0,0,0,4,0,0,0,0,2,1,0,0,5,5,1,1,0,0,0,0,0,0,2,0,2,1,1,1,2,0,1,5,0,8,1,0,6,2,0,0,1,0,2,8,0,0,1,0,0,0,1,0,0,0,7,1,0,2,0,1,3,2,4,0,1,0,5,0,1,0,0,1,0,0,0,0,1,1,0
camel,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
camera,0,0,0,0,0,0,0,0,5,0,2,0,3,4,0,0,3,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,3
cameron,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
camp,7,6,14,9,0,0,0,10,0,5,6,10,10,66,13,9,9,10,10,0,8,8,1,5,7,2,8,9,11,8,8,10,9,8,11,9,10,8,9,4,9,4,14,0,0,8,0,12,10,9,5,10,12,10,0,9,12,8,10,9,5,5,0,9,8,10,3,10,8,5,20,8,1,6,8,10,11,9,9,8,11,5,8,0,3,0,10,10,8,10,6,0,10,0,9,10,10,6,10
campaign,0,0,0,1,0,12,0,0,0,0,2,0,5,4,0,0,1,1,1,3,11,0,8,0,0,0,0,0,1,1,1,0,0,7,9,1,0,0,1,0,0,0,0,0,1,0,0,4,0,0,1,0,0,0,2,1,1,0,1,1,0,1,0,0,0,0,0,0,4,0,0,0,1,0,0,1,1,3,11,0,2,0,2,0,0,0,26,0,3,0,0,0,0,0,5,13,32,2,0
campbel,0,0,1,0,0,0,0,0,1,0,1,2,3,2,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
campu,0,0,1,1,0,0,0,0,0,1,0,0,0,4,0,2,0,2,4,0,0,4,0,0,3,13,3,0,1,2,1,8,1,3,2,0,4,0,1,0,0,0,12,0,1,0,0,1,2,1,0,0,1,0,2,0,0,0,0,0,0,0,1,0,3,0,1,0,0,0,0,1,3,0,1,0,0,0,0,0,4,0,1,1,0,0,5,0,0,17,0,5,0,0,11,9,5,0,0
can,65,56,96,146,12,26,31,79,92,17,69,29,119,33,74,49,33,104,17,64,26,141,29,31,41,10,35,119,34,120,73,86,61,93,76,53,100,40,93,30,27,7,57,26,92,47,36,26,74,76,39,187,78,88,64,54,19,17,38,34,45,24,56,47,71,10,41,48,27,55,59,27,95,41,36,141,4,56,100,56,106,70,67,50,56,44,94,34,43,32,43,65,139,15,9,26,31,61,32
canada,1,0,0,0,0,0,4,3,1,0,4,0,10,3,1,0,2,1,6,2,0,4,4,0,0,0,0,0,1,1,0,0,2,9,9,3,1,0,1,2,0,0,2,0,2,0,1,2,0,0,1,5,0,3,2,0,10,0,2,1,1,0,0,1,0,0,4,0,0,3,2,4,2,0,0,1,0,1,0,3,3,1,1,1,0,2,15,3,0,1,0,0,0,0,0,0,0,0,1
canadian,14,12,18,21,0,0,0,20,2,10,14,10,25,16,0,0,18,19,0,0,21,16,1,10,0,0,16,19,0,2,0,20,18,20,26,18,20,16,19,2,18,8,0,0,0,16,0,20,18,0,10,32,0,0,0,18,21,16,0,18,10,0,1,18,16,0,0,24,16,15,20,14,0,12,16,21,18,18,19,16,18,0,17,0,6,2,20,24,16,20,0,0,2,0,0,0,20,0,10
canal,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
canberra,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cancel,0,0,0,7,1,0,0,0,0,0,0,0,0,7,2,0,0,0,2,2,6,4,3,0,0,0,0,1,10,0,2,0,4,0,0,4,0,0,0,0,0,0,4,0,4,3,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,6,0,0,2,0,2,3,0,0,0,0,0,1,0,1,1,2,1,0,0,1,0,0,0,2,0,0,0,0,0,0,0,6,1
cancer,1,0,7,6,5,0,13,1,0,1,0,0,0,1,2,0,0,1,3,1,0,2,19,0,0,0,0,0,16,9,5,0,0,0,0,0,0,2,1,0,0,0,0,0,7,0,0,4,24,5,9,0,0,0,0,0,8,0,2,0,1,0,4,6,2,21,0,0,0,0,0,0,1,0,1,11,0,1,1,0,1,0,2,1,0,3,0,41,2,0,0,2,0,3,0,102,12,8,0
candi,0,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
candid,1,0,1,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,7,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,5,1,0,8,0,1,0,0,1,2,11,0,0
candl,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
cannon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
canon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
canva,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
canyon,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cap,0,0,0,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
capabl,2,0,1,0,1,0,0,1,0,0,5,1,1,1,0,0,3,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,3,2,0,1,1,0,0,0,0,3,1,1,2,0,0,1,1,3,5,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,3,0,1,0,1,0,0,1,0,0,1,16,0,0,1,0,0,1,0,3,0
capac,0,0,1,0,1,0,0,1,0,0,0,32,1,0,0,0,1,3,2,1,0,36,0,0,2,0,2,1,3,1,1,0,0,3,3,1,0,5,1,2,0,0,0,3,0,3,2,0,4,0,0,0,0,7,1,0,0,1,0,0,0,2,1,6,0,0,0,0,0,1,0,0,0,0,1,0,0,0,2,1,2,0,0,2,0,2,3,0,1,0,0,4,1,0,0,0,0,2,0
cape,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
capit,1,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,2,0,0,0,2,0,0,14,0,0,1,5,2,1,0,0,0,0,0,0,2,0,2,1,0,0,2,0,0,0,4,0,0,0,5,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,1,1,0,0,5,0,3,0,0,0,0,0,0,0,5,1,0
capitol,0,0,0,0,0,0,0,0,0,0,1,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
captain,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
captur,0,0,1,0,1,0,0,0,0,0,1,0,1,2,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
car,3,0,2,0,0,0,2,2,2,0,0,0,1,21,1,0,6,0,0,4,0,2,3,0,0,5,0,1,0,4,0,0,0,1,3,2,0,0,0,1,0,0,1,1,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,4,0,5,0,0,0,2,0,0,0,3,0,0,0,0,0,5,0,1,0,0,0,0,3,0,0,0,1,5,1,2,1,1,0,0,0,0,8,6
carbon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
card,0,0,0,2,0,0,0,0,2,0,1,1,2,5,1,0,0,1,0,3,0,8,0,0,0,10,0,10,0,7,1,0,1,1,0,1,0,0,1,0,0,1,1,0,3,0,2,0,0,0,4,10,0,0,6,0,1,1,2,2,10,3,1,0,1,0,0,0,0,0,2,0,0,0,0,0,11,0,0,0,0,0,1,1,0,1,0,0,1,2,0,0,0,0,1,1,1,0,3
cardiac,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,10,0,1,0
cardiff,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
cardiovascular,0,0,0,0,0,0,1,2,4,0,1,0,1,0,0,0,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,5,2,0,0,0,0,0,0,0,11,0,4,0
care,10,8,11,19,6,45,2,103,6,4,12,29,31,9,14,61,2,21,14,10,40,11,16,8,19,6,32,51,14,33,36,11,10,22,18,10,42,22,25,18,16,2,7,2,37,10,1,2,9,5,47,15,9,0,16,1,5,3,9,7,72,34,17,12,21,3,13,8,43,1,18,6,29,70,81,25,3,4,6,2,9,1,7,1,1,15,58,25,5,1,21,26,46,24,7,121,24,35,0
career,3,1,0,4,1,0,0,15,7,5,0,0,0,20,2,4,0,4,284,259,6,1,5,1,2,21,2,2,13,9,4,4,9,3,2,4,2,0,2,0,0,2,51,15,8,7,5,0,2,5,6,3,2,0,13,3,2,21,16,4,4,1,7,6,2,0,6,2,2,9,3,0,5,1,7,5,0,5,3,3,4,2,5,1,0,0,5,5,1,4,20,5,14,2,3,8,4,15,13
carefulli,2,1,0,3,1,0,0,0,0,0,0,2,1,0,1,1,0,0,2,1,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,2,0,0,0,1,0,0,0,0,0,1,1,0,0,0,6,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,2,1,0,1,0,2,0,0,1,0,0,0
carei,0,4,0,0,0,0,0,0,0,0,0,0,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
caribbean,0,0,0,0,0,0,0,0,0,0,2,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carl,0,0,0,0,0,0,0,0,4,0,1,0,3,1,0,0,0,1,0,0,5,0,0,0,0,0,0,0,9,0,0,0,0,6,6,0,0,0,0,10,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,0,0,5,0,4,0,0,0,1,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0
carlo,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,3,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
carmen,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carol,0,0,1,0,0,0,0,0,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,2,0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,4,0,0,0,1,5,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
carolin,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carolina,0,0,0,2,0,10,0,2,0,0,0,2,0,2,1,0,0,4,0,0,0,0,0,0,2,2,1,0,0,4,0,16,0,7,5,7,8,0,1,0,0,4,0,0,3,0,0,3,0,4,0,10,0,0,0,0,0,0,3,2,0,0,1,0,3,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
carpet,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
carri,1,0,2,0,0,0,0,13,2,1,2,4,2,10,1,1,2,2,0,0,15,4,2,1,2,1,1,5,1,3,1,0,1,4,4,1,1,0,0,3,0,0,1,0,0,0,5,2,5,1,2,10,4,4,1,4,3,1,1,1,1,1,4,0,1,0,0,2,0,1,1,0,3,0,2,1,0,1,2,0,1,0,3,2,0,1,1,4,3,5,0,0,4,0,0,0,0,1,1
carrier,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
carrol,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,8,0,0,0,0,0,0,0,7,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,16,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0
cart,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
